display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,boxoffice,genre,director,writer,actor,nomination
A Strange Course of Events,NA,0,DANIEL M. GOLD,Review: ‘A Strange Course of Events’,"A clerical worker at a hospital in Israel decides, on impulse, to visit his estranged father in Haifa.They haven’t see each other in five years.",2016-02-25,2016-02-26,2017-11-02 4:18,NA,Drama,Raphaël Nadjari,"Raphaël Nadjari (screenplay), Geoffroy Grison (screenplay)",Ori Pfeffer,0
A Street Cat Named Bob,Not Rated,0,ANDY WEBSTER,Review: ‘A Street Cat Named Bob’ Helps His Owner Detox,"With Bob on his shoulder, a homeless busker, James, is able to face just about anything — a negligent father, street ruffians and drug withdrawal.",2016-11-17,2016-11-18,2017-11-02 4:18,NA,NA,NA,NA,NA,0
A Taxi Driver,NA,0,ANDY WEBSTER,Review: ‘A Taxi Driver’ Honors a Humble Hero in South Korea,Jang Hun’s drama recalls the efforts of the German TV journalist Jürgen Hinzpeter and a cabby he hired to record the Gwangju uprising in 1980.,2017-08-10,2017-08-11,2017-11-02 4:18,NA,NA,NA,NA,NA,0
A Teacher,Not Rated,0,MANOHLA DARGIS,"In an Affair With a Student, Someone Learns Painful Lessons","In Hannah Fidell’s debut feature, a young high school teacher has an affair with one of her teenage students.",2013-09-05,2013-09-06,2017-11-02 4:18,4000,Drama,Hannah Fidell,Hannah Fidell,Lindsay Burdge,0
A Thousand Words,PG-13,0,ANDY WEBSTER,Silence Goes Beyond Golden; It Could Save Two Lives,"In “A Thousand Words,” Eddie Murphy plays a literary agent who is magically connected to the fate of a tree.",2012-03-08,2012-03-09,2017-11-02 4:18,18429081,Comedy,Brian Robbins,Steve Koren,Eddie Murphy,0
A Walk Among the Tombstones,R,0,MANOHLA DARGIS,"Good vs. Evil, Both Bloody ","In &#8220;A Walk Among the Tombstones&#8221; the private investigator Matthew Scudder, from the Lawrence Block novels, pursues a case that leads him to an underworld of brutality.",2014-09-18,2014-09-19,2017-11-02 4:18,NA,Crime,Scott Frank,"Lawrence Block (based on the novel by), Scott Frank (written for the screen by)",Liam Neeson,0
A Walk in the Woods,R,0,MANOHLA DARGIS,"Review: &#8216;A Walk in the Woods,&#8217; With Robert Redford, Is a Scenic Trek Spoiled",Mr. Redford stars with Nick Nolte in this film based on Bill Bryson&#8217;s 1998 chronicle of hiking the Appalachian Trail with an old friend.,2015-09-01,2015-09-02,2017-11-02 4:18,19189413,Adventure,Ken Kwapis,"Michael Arndt (screenplay), Bill Holderman (screenplay), Bill Bryson (book)",Robert Redford,0
A Will for the Woods,NA,0,BEN KENIGSBERG,"Death Calls, but So Does the Environment",“A Will for the Woods” is a documentary about natural burial that focuses on a psychiatrist as he prepares for his death.,2014-08-14,2014-08-15,2017-11-02 4:18,NA,Documentary,"Amy Browne(co-director), Tony Hale(co-director), Jeremy Kaplan(co-director), Brian Wilson(co-director)",NA,NA,0
A Woman Like Me,NA,0,JEANNETTE CATSOULIS,"Review: ‘A Woman Like Me,’ About Grappling With Terminal Illness","Dying of cancer, the director Alex Sichel kept a video diary while creating a fictional account of her treatment.",2015-10-08,2015-10-09,2017-11-02 4:18,NA,Documentary,"Elizabeth Giamatti, Alex Sichel",Alex Sichel,Lili Taylor,0
"A Woman, a Part",NA,0,JEANNETTE CATSOULIS,"Review: ‘A Woman, a Part’ and a Quest to Reconnect","In Elisabeth Subrin’s feature, a nuanced take on friendship and professional frustration, an actress finds that early relationships can fade.",2017-03-21,2017-03-22,2017-11-02 4:18,NA,NA,NA,NA,NA,0
A World Not Ours,NA,0,NICOLAS RAPOLD,"‘Home’ for the Summer, in a Refugee Camp","In “A World Not Ours,” the director, Mahdi Fleifel, interviews generations of family in the crowded Palestinian refugee camp where he lived before moving to Denmark.",2014-05-22,2014-08-18,2017-11-02 4:18,NA,Documentary,Mahdi Fleifel,Mahdi Fleifel,Mahdi Fleifel,0
A Year Ago in Winter,NA,0,STEPHEN HOLDEN,Death of a Golden Boy Ripples Through a Family,“A Year Ago in Winter” doesn’t succumb to the usual weepie-of-the-week clichés.,2010-01-05,2010-01-06,2017-11-02 4:18,NA,Drama,Caroline Link,"Caroline Link (screenplay), Scott Campbell (novel)",Karoline Herfurth,0
Aarakshan,NA,0,RACHEL SALTZ,A Battle for India’s Soul,"In “Aarakshan,” a teacher in India battles the hucksters who want to make education a commodity available only to the privileged.",2011-08-11,2011-08-12,2017-11-02 4:18,NA,Drama,Prakash Jha,"Prakash Jha, Anjum Rajabali",Amitabh Bachchan,0
Aashayein,NA,0,RACHEL SALTZ,"Handsome Guy Is Dying, but He Can Afford Care",Nagesh Kukunoor’s “Aashayein” is a genre-defying Bollywood look at death.,2010-08-29,2010-08-27,2017-11-02 4:18,NA,NA,NA,NA,NA,0
ABCD 2 (Anybody Can Dance 2),NA,0,ANDY WEBSTER,"Review: &#8216;ABCD 2,&#8217; TV Dance Stars Try to Rebuild Their Team and Reputation",The leader of the Mumbai Stunners troupe hopes to turn around the group&#8217;s fortunes in this Remo D&#8217;Souza Bollywood sequel.,2015-06-18,2015-06-19,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Abduction,PG-13,0,STEPHEN HOLDEN,At Least His Abs Get a Workout,"Taylor Lautner stars in “Abduction.” There is also a plot, of sorts.",2011-09-22,2011-09-23,2017-11-02 4:18,27600000,Action,John Singleton,Shawn Christensen,Jake Andolina,0
Abendland,NA,0,MANOHLA DARGIS,"From the Dark, Illumination","The documentary “Abendland,” directed by Nikolaus Geyrhalter, uses images of Europe at night to explore the ideas of constructed nationalism and political community.",2012-07-26,2012-06-27,2017-11-02 4:18,NA,Drama,Fred Kelemen,Fred Kelemen,Adolfo Assor,0
Abortion: Stories Women Tell,NA,0,HELEN T. VERONGOS,Review: Beyond the Politics in ‘Abortion: Stories Women Tell’,"Both sides are addressed in this documentary, which largely focuses on viewpoints and personal experiences in Missouri and Illinois.",2016-08-11,2016-08-12,2017-11-02 4:18,NA,NA,NA,NA,NA,0
About Last Night,R,0,A. O. SCOTT,"With a Dentist’s Chair and a Chicken Mask, a Girl Can’t Say No","“About Last Night,” a raucously entertaining remake, follows the difficulties faced by two couples, one sensitive and well behaved, the other outrageously naughty.",2014-02-13,2014-02-14,2017-11-02 4:18,39477140,Comedy,Steve Pink,"Leslye Headland (screenplay by), Tim Kazurinsky (based on the screenplay by), Denise DeClue (based on the screenplay by), David Mamet (based upon ""Sexual Perversity in Chicago"" by)",Kevin Hart,0
About Time,R,0,A. O. SCOTT,"Manly? Yes, in That Present-Day British Way",A Hugh Grant wannabe (Domhnall Gleeson) and his father (Bill Nighy) indulge the supernatural talent shared by the men in their family.,2013-10-31,2013-11-08,2017-11-02 4:18,18472384,Comedy,Richard Curtis,Richard Curtis,Domhnall Gleeson,0
Above and Beyond,NA,0,BEN KENIGSBERG,Jewish American Pilots Fighting for Israel,The documentary “Above and Beyond” recounts the story of Jewish American pilots who secretly fought for Israel during its War of Independence.,2015-01-29,2015-01-30,2017-11-02 4:18,NA,Action,"Melvin Frank, Norman Panama","Beirne Lay Jr. (story), Melvin Frank, Norman Panama, Beirne Lay Jr.",Robert Taylor,1
Abraham Lincoln: Vampire Hunter,R,0,MANOHLA DARGIS,Slaying With Silver in 19th-Century South,"In “Abraham Lincoln: Vampire Hunter,” where the vampires are white Southerners whose cause is enslaving human beings, there are enough bodies to paint the screen red.",2012-06-21,2012-06-22,2017-11-02 4:18,37300000,Action,Timur Bekmambetov,"Seth Grahame-Smith (screenplay by), Seth Grahame-Smith (based on the novel by)",Benjamin Walker,0
Absolutely Fabulous: The Movie,R,0,MANOHLA DARGIS,Review: ‘Absolutely Fabulous’ Brings Its Snickers and Bubbly to the Big Screen,"Jennifer Saunders and Joanna Lumley are back as Eddy and Patsy in this happily self-conscious feature-length goof, a film iteration of the BBC TV series.",2016-07-21,2016-07-22,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Act of Valor,R,0,JEANNETTE CATSOULIS,Real Men Fight Real Wars and an Occasional Actor,"In “Act of Valor” real members of the Navy SEALs show off what they do in a concocted story, complete with a kidnapped C.I.A. officer and a hook-nosed villain.",2012-02-23,2012-02-24,2017-11-02 4:18,65800000,Action,"Mike McCoy, Scott Waugh",Kurt Johnstad,Rorke Denver,1
Actor Martinez,NA,0,ANDY WEBSTER,Review: Fiction and Nonfiction Blur in ‘Actor Martinez’,"Acting may be his first love, but the title character in “Actor Martinez” soon learns it’s no picnic — especially when dealing with his directors.",2017-03-16,2017-03-10,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Addicted,R,0,NICOLE HERRINGTON,"A Wife Addicted to Lust, No Matter the Cost","&#8220;Addicted,&#8221; a film by Bille Woodruff, is a cautionary tale of a restless businesswoman who seems to have it all but descends into sex addiction.",2014-10-12,2014-10-10,2017-11-02 4:18,17382982,Drama,Bille Woodruff,"Christina Welsh (screenplay by), Ernie Barbarash (screenplay by), Zane (based on the novel by)",Boris Kodjoe,0
Admission,PG-13,0,A. O. SCOTT,She’s Not Impressed? Then You’re Not In,"Tina Fey stars as an admissions officer at Princeton in “Admission,” a comedy directed by Paul Weitz.",2013-03-21,2013-03-22,2017-11-02 4:18,1.80E+07,Comedy,Paul Weitz,"Karen Croner (screenplay by), Jean Hanff Korelitz (based on the novel by)",Tina Fey,0
Adult World,R,0,STEPHEN HOLDEN,A Couplet Fantasy Denied,"In “Adult World,” an aspiring 22-year-old poet takes the only job she can find, as an assistant in a pornographic bookstore, but persists in a fantasy about literary renown.",2014-02-13,2014-02-14,2017-11-02 4:18,16740,Comedy,Scott Coffey,Andy Cochran,Emma Roberts,0
Affluenza,Not Rated,0,BEN KENIGSBERG,If Gatsby Were Coming of Age Today ...,"In “Affluenza,” Kevin Asch’s take on millennials, pot, sex and golf are plentiful, but everyone continues to sulk.",2014-07-10,2014-07-11,2017-11-02 4:18,NA,Drama,Kevin Asch,"Antonio Macia (screenplay by), Kevin Asch (story by), Antonio Macia (story by)",Ben Rosenfield,0
African Cats,G,0,RACHEL SALTZ,"‘African Cats,’ Is Disneynature’s Look at Lions",“African Cats” tells the story of lions and cheetahs and the power of mother love.,2011-04-21,2011-04-22,2017-11-02 4:18,15415270,Documentary,"Keith Scholey, Alastair Fothergill(co-director)","Keith Scholey (narration written by), John Truby (narration written by), Keith Scholey (original story), Owen Newman (original story)",Samuel L. Jackson,0
After,R,0,NEIL GENZLINGER,"A Family With Problems, Not All of Them Obvious",The drama “After” centers on a secret that could greatly affect an upstate New York family.,2014-08-07,2014-08-08,2017-11-02 4:18,NA,Drama,Ryan Smith,"Jason Parish (story), Ryan Smith (story), Ryan Smith",Steven Strait,0
After Auschwitz,NA,0,KEN JAWOROWSKI,Review: ‘After Auschwitz’ Looks at Six Survivors and Their Lives,The documentary traces the experiences of six women who settled in the United States after the end of World War II.,2018-04-19,2017-03-25,2018-05-18 2:44,NA,NA,NA,NA,NA,0
After Earth,PG-13,0,MANOHLA DARGIS,A Father-Son Outing Goes Terribly Wrong,"“After Earth,” the Will Smith-Jaden Smith vehicle directed by M. Night Shyamalan, a boy and his dad crash-land on a planet that their ancestors ruined and fled.",2013-05-30,2013-05-31,2017-11-02 4:18,60522097,Action,M. Night Shyamalan,"Gary Whitta (screenplay), M. Night Shyamalan (screenplay), Will Smith (story)",Jaden Smith,0
After Love,NA,0,GLENN KENNY,Review: Staying Together ‘After Love’ and Regretting Every Moment,"A couple break up, but remain together, frustratingly, because of the husband’s financial woes.",2017-08-08,2017-08-09,2017-11-02 4:18,NA,NA,NA,NA,NA,0
After Words,NA,0,NEIL GENZLINGER,Review: A Despairing Librarian Is Ready to Check Out in &#8216;After Words&#8217;,Romance is the last thing on the mind of Marcia Gay Harden&#8217;s character when she begins a tour of Costa Rica with a personal guide.,2015-08-20,2015-08-21,2017-11-02 4:18,NA,Drama,Juan Feldman,"Juan Feldman (story), Joel Silverman (screenplay), Joel Silverman (story)",Marcia Gay Harden,0
Aftermath,Not Rated,0,JEANNETTE CATSOULIS,"It’s All Over, but the Dying","In “Aftermath,” by Peter Engert, a cellar-bound gang of desperate survivors tries to cope after a global nuclear catastrophe.",2014-07-17,2014-08-26,2017-11-02 4:18,NA,Drama,Elliott Lester,Javier Gullón,Arnold Schwarzenegger,0
Agrarian Utopia,NA,0,A. O. SCOTT,"A Rural Struggle for Subsistence, Rooted in Dignity",Uruphong Raksasad’s “Agrarian Utopia” focuses on two families of farmers in Thailand.,2011-06-09,2011-06-10,2017-11-02 4:18,NA,Drama,Uruphong Raksasad,Uruphong Raksasad,Prayad Jumma,0
Ain't Them Bodies Saints,R,0,A. O. SCOTT,A Ballad for Those Lost in Love and in Pride,"“Ain’t Them Bodies Saints,” a moody, western-ish crime drama, written and directed by David Lowery, stars Rooney Mara and Casey Affleck.",2013-08-15,2013-08-16,2017-11-02 4:18,2.00E+05,Crime,David Lowery,David Lowery,Rooney Mara,0
AL DI QUA (Life/Here),NA,0,BEN KENIGSBERG,"Review: ‘Al Di Qua,’ Homelessness Through an Artsy Filter","In this film, Turin’s poorest tell their stories to the camera.",2017-11-23,2017-11-24,2017-11-23 12:04,NA,NA,NA,NA,NA,0
Alamar,G,0,STEPHEN HOLDEN,A Boy’s Slice of Paradise Is Time Alone With Dad,"In “Alamar,” by Pedro González-Rubio, a boy takes the journey of a lifetime with his Mexican father.",2010-07-13,2010-07-14,2017-11-02 4:18,61613,Documentary,Pedro González-Rubio,Pedro González-Rubio (screenplay),Jorge Machado,0
Alex Cross,PG-13,0,MANOHLA DARGIS,Trading Wig and Floppy Dress for a Badge,"Tyler Perry plays the title character in “Alex Cross,” based on a James Patterson novel.",2012-10-18,2012-10-19,2017-11-02 4:18,25863915,Action,Rob Cohen,"Marc Moss (screenplay), Kerry Williamson (screenplay), James Patterson (based on the novel ""Cross"" by)",Tyler Perry,0
Alex of Venice,R,0,MANOHLA DARGIS,"Review: In ‘Alex of Venice,’ a Career Workaholic Learns to Shoulder Family Burdens",Mary Elizabeth Winstead plays a character much like Dustin Hoffman&#8217;s in &#8220;Kramer vs. Kramer&#8221; in Chris Messina&#8217;s directorial debut.,2015-04-16,2015-04-17,2017-11-02 4:18,NA,Drama,Chris Messina,"Jessica Goldberg, Katie Nehra, Justin Shilton",Mary Elizabeth Winstead,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,0,A. O. SCOTT,Be Careful What You Wish For ,"&#8220;Alexander and the Terrible, Horrible, No Good, Very Bad Day&#8221; includes Steve Carell and Jennifer Garner in its adaptation of Judith Viorst&#8217;s children&#8217;s book.",2014-10-09,2014-10-10,2017-11-02 4:18,56752482,Comedy,Miguel Arteta,"Rob Lieber (screenplay), Rob Lieber (screen story), Judith Viorst (book)",Steve Carell,0
Alice in Wonderland,PG,0,MANOHLA DARGIS,What’s a Nice Girl Doing in This Hole?,"Tim Burton’s “Alice in Wonderland” is busy, garish and periodically amusing.",2010-03-04,2010-03-05,2017-11-02 4:18,319323000,Adventure,Tim Burton,"Linda Woolverton (screenplay), Lewis Carroll (books)",Johnny Depp,1
Alice Through the Looking Glass,PG,0,STEPHEN HOLDEN,Review: ‘Alice Through the Looking Glass’ and a Trippy Time Machine,"This sequel to Tim Burton’s “Alice in Wonderland,” directed by James Bobin, offers a world of grotesque overabundance cluttered with special-effects gadgetry.",2016-05-26,2016-05-27,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Alien: Covenant,R,0,A.O. SCOTT,Review: ‘Alien: Covenant’ Stays on Brand With Its Terror,"The new entry in Ridley Scott’s long-lived franchise is committed to the canny management of expectations, but that doesn’t diminish its creepiness.",2017-05-17,2017-05-19,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Alina,NA,0,BEN KENIGSBERG,"Review: ‘Alina’ Is the Work of an Indie Film Veteran, New at Directing",Ben Barenholtz kick-started the career of David Lynch. But his first fiction feature shows he has not mastered directing.,2017-09-14,2017-09-15,2017-11-02 4:18,NA,NA,NA,NA,NA,0
All Eyez on Me,R,0,GLENN KENNY,Review: ‘All Eyez on Me’ Is Uninspired. Tupac Shakur Was Anything But.,"Benny Boom’s film fails the considerable talent of the complex rapper it chronicles and the actor portraying him, Demetrius Shipp Jr.",2017-06-15,2017-06-16,2017-11-02 4:18,NA,NA,NA,NA,NA,0
All I See Is You,R,0,JEANNETTE CATSOULIS,"Review: In ‘All I See Is You,’ Sight Is Restored and a Marriage Rocked",This psychodrama from Marc Forster stars Blake Lively and Jason Clarke as a seemingly happy married couple.,2017-10-26,2017-10-27,2017-11-03 16:44,NA,NA,NA,NA,NA,0
All Mistakes Buried,NA,0,DANIEL M. GOLD,"Review: In ‘All Mistakes Buried,’ an Addict Battles to Retrieve a Precious Necklace","Directed by Tim McCann, the film stars Sam Trammell as a reprobate who takes on dangerous criminals in an effort to save his marriage.",2016-01-21,2016-01-22,2017-11-02 4:18,NA,Drama,Tim McCann,"Tim McCann (story), Tim McCann, Shaun Sanghani (story), Shaun Sanghani, Sam Trammell (story)",Vanessa Ferlito,0
All Relative,NA,0,NEIL GENZLINGER,Another Kind of Mystery Date,Having two relationships at once causes complications for a graduate student in the comedy &#8220;All Relative.&#8221;,2014-11-20,2014-11-21,2017-11-02 4:18,NA,Comedy,J.C. Khoury,"J.C. Khoury, J.C. Khoury",Connie Nielsen,0
All the Light in the Sky,Not Rated,0,STEPHEN HOLDEN,An Aging Actress Faces the Mirror,"“All the Light in the Sky” asks questions about human nature, the march of time and global warming.",2013-12-19,2013-12-20,2017-11-02 4:18,NA,Drama,Joe Swanberg,"Jane Adams, Joe Swanberg",Jane Adams,0
All the Rage (Saved by Sarno),NA,0,KEN JAWOROWSKI,Review: ‘All the Rage’ Explores the Mind-Body Connection,"This documentary looks at Dr. John Sarno, who posits that many types of chronic pain, particularly back pain, are caused by stress and repressed emotions.",2017-06-22,2017-06-23,2017-11-02 4:18,NA,NA,NA,NA,NA,0
All These Sleepless Nights,R,0,BEN KENIGSBERG,Review: ‘All These Sleepless Nights’ Roams the Streets of Warsaw,"A Polish film follows its young protagonist as he flirts, attends parties until dawn and gyrates to a perpetual backbeat.",2017-04-13,2017-04-07,2017-11-02 4:18,NA,NA,NA,NA,NA,0
